Airline,AirlineID,SourceAirport,SourceAirportID,DestinationAirport,DestinationAirportID,Codeshare,Stops,Equipment,AirportID,Name,City,Country,Latitude,Longitude,Altitude,Timezone,DST,Tz
EQ,4863,GYE,2673,SCY,6045,,0,320,GYE,SEGU,-2.15741991997,-79.88359832760001,19.0,-5.0,U,America/Guayaquil,airport,OurAirports
EQ,4863,GYE,2673,UIO,2688,,0,320,GYE,SEGU,-2.15741991997,-79.88359832760001,19.0,-5.0,U,America/Guayaquil,airport,OurAirports
EQ,4863,MEC,2683,UIO,2688,,0,E90,MEC,SEMT,-0.9460780024528505,-80.67880249023438,48.0,-5.0,U,America/Guayaquil,airport,OurAirports
EQ,4863,SCY,6045,GYE,2673,,0,320,SCY,SEST,-0.910206,-89.617401,62.0,-6.0,U,Pacific/Galapagos,airport,OurAirports
ET,2220,ABJ,253,CKY,4162,,0,DH8,ABJ,DIAP,5.261390209197998,-3.9262900352478023,21.0,0.0,N,Africa/Abidjan,airport,OurAirports
ET,2220,ABJ,253,COO,245,,0,73W 752,ABJ,DIAP,5.261390209197998,-3.9262900352478023,21.0,0.0,N,Africa/Abidjan,airport,OurAirports
ET,2220,ABJ,253,LFW,298,,0,DH8,ABJ,DIAP,5.261390209197998,-3.9262900352478023,21.0,0.0,N,Africa/Abidjan,airport,OurAirports
ET,2220,ABJ,253,LOS,273,Y,0,DH8,ABJ,DIAP,5.261390209197998,-3.9262900352478023,21.0,0.0,N,Africa/Abidjan,airport,OurAirports
ET,2220,ABJ,253,OUA,246,,0,752,ABJ,DIAP,5.261390209197998,-3.9262900352478023,21.0,0.0,N,Africa/Abidjan,airport,OurAirports
ET,2220,ADL,3341,SIN,3316,,0,333,ADL,YPAD,-34.945,138.531006,20.0,9.5,O,Australia/Adelaide,airport,OurAirports
ET,2220,AKL,2006,SIN,3316,,0,77W,AKL,NZAA,-37.0080986023,174.792007446,23.0,12.0,Z,Pacific/Auckland,airport,OurAirports
ET,2220,AMS,580,FRA,340,Y,0,32A 319,AMS,EHAM,52.308601,4.76389,-11.0,1.0,E,Europe/Amsterdam,airport,OurAirports
ET,2220,BCN,1218,FRA,340,Y,0,321,BCN,LEBL,41.2971,2.07846,12.0,1.0,E,Europe/Madrid,airport,OurAirports
ET,2220,BEY,2177,ADD,1107,,0,738,BEY,OLBA,33.820899963378906,35.488399505615234,87.0,2.0,E,Asia/Beirut,airport,OurAirports
ET,2220,BKK,3885,ADD,1107,,0,763,BKK,VTBS,13.681099891662598,100.74700164794922,5.0,7.0,U,Asia/Bangkok,airport,OurAirports
ET,2220,BKK,3885,ICN,3930,Y,0,333 772,BKK,VTBS,13.681099891662598,100.74700164794922,5.0,7.0,U,Asia/Bangkok,airport,OurAirports
ET,2220,BKK,3885,KUL,3304,,0,763,BKK,VTBS,13.681099891662598,100.74700164794922,5.0,7.0,U,Asia/Bangkok,airport,OurAirports
ET,2220,BKK,3885,SIN,3316,,0,772 763,BKK,VTBS,13.681099891662598,100.74700164794922,5.0,7.0,U,Asia/Bangkok,airport,OurAirports
ET,2220,BNE,3320,SIN,3316,,0,333,BNE,YBBN,-27.38419914245605,153.11700439453125,13.0,10.0,N,Australia/Brisbane,airport,OurAirports
ET,2220,BOM,2997,ADD,1107,,0,788,BOM,VABB,19.0886993408,72.8678970337,39.0,5.5,N,Asia/Calcutta,airport,OurAirports
ET,2220,CAN,3370,ADD,1107,,0,77W,CAN,ZGGG,23.39240074157715,113.29900360107422,50.0,8.0,U,Asia/Shanghai,airport,OurAirports
ET,2220,CKY,4162,ABJ,253,,0,DH8,CKY,GUCY,9.57689,-13.612,72.0,0.0,N,Africa/Conakry,airport,OurAirports
ET,2220,CKY,4162,BKO,1044,Y,0,DH8,CKY,GUCY,9.57689,-13.612,72.0,0.0,N,Africa/Conakry,airport,OurAirports
ET,2220,CKY,4162,DKR,1084,Y,0,73W,CKY,GUCY,9.57689,-13.612,72.0,0.0,N,Africa/Conakry,airport,OurAirports
ET,2220,CKY,4162,LFW,298,Y,0,73W,CKY,GUCY,9.57689,-13.612,72.0,0.0,N,Africa/Conakry,airport,OurAirports
ET,2220,CKY,4162,OXB,5665,,0,DH8,CKY,GUCY,9.57689,-13.612,72.0,0.0,N,Africa/Conakry,airport,OurAirports
ET,2220,COO,245,ABJ,253,,0,73W 752,COO,DBBB,6.357230186462402,2.384350061416626,19.0,1.0,N,Africa/Porto-Novo,airport,OurAirports
ET,2220,COO,245,ABV,260,Y,0,DH8,COO,DBBB,6.357230186462402,2.384350061416626,19.0,1.0,N,Africa/Porto-Novo,airport,OurAirports
ET,2220,COO,245,ADD,1107,,0,73W 752,COO,DBBB,6.357230186462402,2.384350061416626,19.0,1.0,N,Africa/Porto-Novo,airport,OurAirports
ET,2220,COO,245,LFW,298,Y,0,DH8,COO,DBBB,6.357230186462402,2.384350061416626,19.0,1.0,N,Africa/Porto-Novo,airport,OurAirports
ET,2220,COO,245,NIM,280,Y,0,DH8,COO,DBBB,6.357230186462402,2.384350061416626,19.0,1.0,N,Africa/Porto-Novo,airport,OurAirports
ET,2220,CPH,609,ARN,737,,0,321,CPH,EKCH,55.617900848389,12.656000137329,17.0,1.0,E,Europe/Copenhagen,airport,OurAirports
ET,2220,CPH,609,FRA,340,Y,0,321 320,CPH,EKCH,55.617900848389,12.656000137329,17.0,1.0,E,Europe/Copenhagen,airport,OurAirports
ET,2220,DKR,1084,BKO,1044,,0,763,DKR,GOOY,14.739700317382812,-17.49020004272461,85.0,0.0,N,Africa/Dakar,airport,OurAirports
ET,2220,DKR,1084,CKY,4162,Y,0,73W,DKR,GOOY,14.739700317382812,-17.49020004272461,85.0,0.0,N,Africa/Dakar,airport,OurAirports
ET,2220,DLA,897,ADD,1107,,0,763,DLA,FKKD,4.0060801506,9.71947956085,33.0,1.0,N,Africa/Douala,airport,OurAirports
ET,2220,DLA,897,BGF,888,Y,0,73W,DLA,FKKD,4.0060801506,9.71947956085,33.0,1.0,N,Africa/Douala,airport,OurAirports
ET,2220,DLA,897,BZV,883,Y,0,DH8,DLA,FKKD,4.0060801506,9.71947956085,33.0,1.0,N,Africa/Douala,airport,OurAirports
ET,2220,DLA,897,LFW,298,Y,0,73W DH8,DLA,FKKD,4.0060801506,9.71947956085,33.0,1.0,N,Africa/Douala,airport,OurAirports
ET,2220,DLA,897,NDJ,999,Y,0,73W,DLA,FKKD,4.0060801506,9.71947956085,33.0,1.0,N,Africa/Douala,airport,OurAirports
ET,2220,DLA,897,SSG,891,,0,763,DLA,FKKD,4.0060801506,9.71947956085,33.0,1.0,N,Africa/Douala,airport,OurAirports
ET,2220,DMM,2064,ADD,1107,,0,73W,DMM,OEDF,26.471200942993164,49.79790115356445,72.0,3.0,U,Asia/Riyadh,airport,OurAirports
ET,2220,DXB,2188,ADD,1107,,0,77L 738 788 763,DXB,OMDB,25.2527999878,55.3643989563,62.0,4.0,U,Asia/Dubai,airport,OurAirports
ET,2220,DXB,2188,SIN,3316,Y,0,77W 333,DXB,OMDB,25.2527999878,55.3643989563,62.0,4.0,U,Asia/Dubai,airport,OurAirports
ET,2220,FCO,1555,ADD,1107,,0,763,FCO,LIRF,41.8002778,12.2388889,13.0,1.0,E,Europe/Rome,airport,OurAirports
ET,2220,FCO,1555,MXP,1524,,0,763,FCO,LIRF,41.8002778,12.2388889,13.0,1.0,E,Europe/Rome,airport,OurAirports
ET,2220,FNA,1059,ACC,248,Y,0,DH8,FNA,GFLL,8.61644,-13.1955,84.0,0.0,N,Africa/Freetown,airport,OurAirports
ET,2220,FNA,1059,MLW,1062,Y,0,DH8,FNA,GFLL,8.61644,-13.1955,84.0,0.0,N,Africa/Freetown,airport,OurAirports
ET,2220,GIG,2560,GRU,2564,,0,788,GIG,SBGL,-22.8099994659,-43.2505569458,28.0,-3.0,S,America/Sao_Paulo,airport,OurAirports
ET,2220,HKG,3077,ADD,1107,,0,763 788,HKG,VHHH,22.308901,113.915001,28.0,8.0,U,Asia/Hong_Kong,airport,OurAirports
ET,2220,HKG,3077,ICN,3930,,0,788,HKG,VHHH,22.308901,113.915001,28.0,8.0,U,Asia/Hong_Kong,airport,OurAirports
ET,2220,ICN,3930,BKK,3885,Y,0,333 772,ICN,RKSI,37.46910095214844,126.45099639892578,23.0,9.0,U,Asia/Seoul,airport,OurAirports
ET,2220,ICN,3930,HKG,3077,,0,788,ICN,RKSI,37.46910095214844,126.45099639892578,23.0,9.0,U,Asia/Seoul,airport,OurAirports
ET,2220,JED,2072,ADD,1107,,0,738 752,JED,OEJN,21.6796,39.156502,48.0,3.0,U,Asia/Riyadh,airport,OurAirports
ET,2220,JED,2072,FRA,340,Y,0,333,JED,OEJN,21.6796,39.156502,48.0,3.0,U,Asia/Riyadh,airport,OurAirports
ET,2220,JFK,3797,FRA,340,Y,0,744,JFK,KJFK,40.63980103,-73.77890015,13.0,-5.0,A,America/New_York,airport,OurAirports
ET,2220,JIB,4119,ADD,1107,,0,73W DH8,JIB,HDAM,11.547300338745115,43.15950012207031,49.0,3.0,U,Africa/Djibouti,airport,OurAirports
ET,2220,JIB,4119,DIR,1112,,0,DH8 73W,JIB,HDAM,11.547300338745115,43.15950012207031,49.0,3.0,U,Africa/Djibouti,airport,OurAirports
ET,2220,KUL,3304,BKK,3885,,0,763,KUL,WMKK,2.745579957962,101.70999908447,69.0,8.0,N,Asia/Kuala_Lumpur,airport,OurAirports
ET,2220,LBV,970,ADD,1107,,0,738,LBV,FOOL,0.458600014448,9.4122800827,39.0,1.0,N,Africa/Libreville,airport,OurAirports
ET,2220,LBV,970,FIH,1020,Y,0,73W,LBV,FOOL,0.458600014448,9.4122800827,39.0,1.0,N,Africa/Libreville,airport,OurAirports
ET,2220,LBV,970,LFW,298,Y,0,DH8 73W,LBV,FOOL,0.458600014448,9.4122800827,39.0,1.0,N,Africa/Libreville,airport,OurAirports
ET,2220,LBV,970,LOS,273,Y,0,73W,LBV,FOOL,0.458600014448,9.4122800827,39.0,1.0,N,Africa/Libreville,airport,OurAirports
ET,2220,LBV,970,NSI,4161,Y,0,73W,LBV,FOOL,0.458600014448,9.4122800827,39.0,1.0,N,Africa/Libreville,airport,OurAirports
ET,2220,LBV,970,PNR,886,Y,0,DH8,LBV,FOOL,0.458600014448,9.4122800827,39.0,1.0,N,Africa/Libreville,airport,OurAirports
ET,2220,LCA,1197,CAI,1128,Y,0,E70,LCA,LCLK,34.875099182128906,33.624900817871094,8.0,2.0,E,Asia/Nicosia,airport,OurAirports
ET,2220,LFW,298,ABJ,253,,0,DH8,LFW,DXXX,6.165609836578369,1.2545100450515747,72.0,0.0,N,Africa/Lome,airport,OurAirports
ET,2220,LFW,298,ABV,260,Y,0,DH8,LFW,DXXX,6.165609836578369,1.2545100450515747,72.0,0.0,N,Africa/Lome,airport,OurAirports
ET,2220,LFW,298,ACC,248,Y,0,DH8,LFW,DXXX,6.165609836578369,1.2545100450515747,72.0,0.0,N,Africa/Lome,airport,OurAirports
ET,2220,LFW,298,ADD,1107,,0,73W 788,LFW,DXXX,6.165609836578369,1.2545100450515747,72.0,0.0,N,Africa/Lome,airport,OurAirports
ET,2220,LFW,298,BKO,1044,Y,0,73W,LFW,DXXX,6.165609836578369,1.2545100450515747,72.0,0.0,N,Africa/Lome,airport,OurAirports
ET,2220,LFW,298,CKY,4162,Y,0,73W,LFW,DXXX,6.165609836578369,1.2545100450515747,72.0,0.0,N,Africa/Lome,airport,OurAirports
ET,2220,LFW,298,COO,245,Y,0,DH8,LFW,DXXX,6.165609836578369,1.2545100450515747,72.0,0.0,N,Africa/Lome,airport,OurAirports
ET,2220,LFW,298,DLA,897,Y,0,73W DH8,LFW,DXXX,6.165609836578369,1.2545100450515747,72.0,0.0,N,Africa/Lome,airport,OurAirports
ET,2220,LFW,298,GIG,2560,,0,788,LFW,DXXX,6.165609836578369,1.2545100450515747,72.0,0.0,N,Africa/Lome,airport,OurAirports
ET,2220,LFW,298,LBV,970,Y,0,73W DH8,LFW,DXXX,6.165609836578369,1.2545100450515747,72.0,0.0,N,Africa/Lome,airport,OurAirports
ET,2220,LFW,298,LOS,273,,0,73W,LFW,DXXX,6.165609836578369,1.2545100450515747,72.0,0.0,N,Africa/Lome,airport,OurAirports
ET,2220,LFW,298,OUA,246,Y,0,DH8 73W,LFW,DXXX,6.165609836578369,1.2545100450515747,72.0,0.0,N,Africa/Lome,airport,OurAirports
ET,2220,LHR,507,ADD,1107,,0,788 77L,LHR,EGLL,51.4706,-0.461941,83.0,0.0,E,Europe/London,airport,OurAirports
ET,2220,LHR,507,YYZ,193,,0,77L,LHR,EGLL,51.4706,-0.461941,83.0,0.0,E,Europe/London,airport,OurAirports
ET,2220,MCT,2194,ADD,1107,,0,73W,MCT,OOMS,23.593299865722656,58.284400939941406,48.0,4.0,U,Asia/Muscat,airport,OurAirports
ET,2220,MLW,1062,ACC,248,Y,0,DH8,MLW,GLMR,6.289060115814209,-10.758700370788574,25.0,0.0,N,Africa/Monrovia,airport,OurAirports
ET,2220,MLW,1062,FNA,1059,Y,0,DH8,MLW,GLMR,6.289060115814209,-10.758700370788574,25.0,0.0,N,Africa/Monrovia,airport,OurAirports
ET,2220,MRS,1353,FRA,340,Y,0,320 32A 319,MRS,LFML,43.439271922,5.22142410278,74.0,1.0,E,Europe/Paris,airport,OurAirports
ET,2220,PER,3351,SIN,3316,,0,772,PER,YPPH,-31.94029998779297,115.96700286865234,67.0,8.0,N,Australia/Perth,airport,OurAirports
ET,2220,PNR,886,ADD,1107,,0,738,PNR,FCPP,-4.816030025482178,11.88659954071045,55.0,1.0,N,Africa/Brazzaville,airport,OurAirports
ET,2220,PNR,886,LBV,970,Y,0,DH8,PNR,FCPP,-4.816030025482178,11.88659954071045,55.0,1.0,N,Africa/Brazzaville,airport,OurAirports
ET,2220,PVG,3406,ADD,1107,,0,77L 788,PVG,ZSPD,31.143400192260746,121.80500030517578,13.0,8.0,U,Asia/Shanghai,airport,OurAirports
ET,2220,SIN,3316,ADL,3341,,0,333,SIN,WSSS,1.35019,103.994003,22.0,8.0,N,Asia/Singapore,airport,OurAirports
ET,2220,SIN,3316,AKL,2006,,0,77W,SIN,WSSS,1.35019,103.994003,22.0,8.0,N,Asia/Singapore,airport,OurAirports
ET,2220,SIN,3316,BKK,3885,,0,333 763,SIN,WSSS,1.35019,103.994003,22.0,8.0,N,Asia/Singapore,airport,OurAirports
ET,2220,SIN,3316,BNE,3320,,0,333,SIN,WSSS,1.35019,103.994003,22.0,8.0,N,Asia/Singapore,airport,OurAirports
ET,2220,SIN,3316,CHC,2009,,0,772,SIN,WSSS,1.35019,103.994003,22.0,8.0,N,Asia/Singapore,airport,OurAirports
ET,2220,SIN,3316,DXB,2188,Y,0,77W 333,SIN,WSSS,1.35019,103.994003,22.0,8.0,N,Asia/Singapore,airport,OurAirports
ET,2220,SIN,3316,MEL,3339,,0,388,SIN,WSSS,1.35019,103.994003,22.0,8.0,N,Asia/Singapore,airport,OurAirports
ET,2220,SIN,3316,PER,3351,,0,333,SIN,WSSS,1.35019,103.994003,22.0,8.0,N,Asia/Singapore,airport,OurAirports
ET,2220,SIN,3316,SYD,3361,,0,388,SIN,WSSS,1.35019,103.994003,22.0,8.0,N,Asia/Singapore,airport,OurAirports
ET,2220,SSG,891,ADD,1107,,0,763,SSG,FGSL,3.755270004272461,8.708720207214355,76.0,1.0,N,Africa/Malabo,airport,OurAirports
ET,2220,SSG,891,DLA,897,,0,763,SSG,FGSL,3.755270004272461,8.708720207214355,76.0,1.0,N,Africa/Malabo,airport,OurAirports
ET,2220,SYD,3361,SIN,3316,,0,388,SYD,YSSY,-33.94609832763672,151.177001953125,21.0,10.0,O,Australia/Sydney,airport,OurAirports
ET,2220,ZNZ,1186,ADD,1107,,0,73W,ZNZ,HTZA,-6.22202,39.224899,54.0,3.0,U,Africa/Dar_es_Salaam,airport,OurAirports
ET,2220,ZNZ,1186,JRO,1180,,0,763,ZNZ,HTZA,-6.22202,39.224899,54.0,3.0,U,Africa/Dar_es_Salaam,airport,OurAirports
EU,2193,BHY,6351,CKG,3393,,0,319,BHY,ZGBH,21.5394,109.293999,0.0,8.0,U,Asia/Shanghai,airport,OurAirports
EU,2193,BHY,6351,CTU,3395,,0,319,BHY,ZGBH,21.5394,109.293999,0.0,8.0,U,Asia/Shanghai,airport,OurAirports
EU,2193,CAN,3370,CTU,3395,,0,319,CAN,ZGGG,23.39240074157715,113.29900360107422,50.0,8.0,U,Asia/Shanghai,airport,OurAirports
EU,2193,FOC,3385,KWE,3394,,0,319,FOC,ZSFZ,25.93510055541992,119.66300201416016,46.0,8.0,U,Asia/Shanghai,airport,OurAirports
EU,2193,HGH,3386,CSX,3371,,0,319,HGH,ZSHC,30.22949981689453,120.43399810791016,23.0,8.0,U,Asia/Shanghai,airport,OurAirports
EU,2193,HGH,3386,CTU,3395,,0,319,HGH,ZSHC,30.22949981689453,120.43399810791016,23.0,8.0,U,Asia/Shanghai,airport,OurAirports
EU,2193,HGH,3386,SYX,4030,,0,319,HGH,ZSHC,30.22949981689453,120.43399810791016,23.0,8.0,U,Asia/Shanghai,airport,OurAirports
EU,2193,HYN,6384,WUH,3376,,0,319,HYN,ZSLQ,28.56220054626465,121.4290008544922,0.0,8.0,U,Asia/Shanghai,airport,OurAirports
EU,2193,LJG,4033,CTU,3395,,0,319,LJG,ZPLJ,26.6800003052,100.246002197,0.0,8.0,U,Asia/Shanghai,airport,OurAirports
EU,2193,LYG,6383,CTU,3395,,0,319,LYG,ZSLG,34.571667,118.873611,0.0,8.0,U,Asia/Shanghai,airport,OurAirports
EU,2193,LYG,6383,SHE,4144,,0,319,LYG,ZSLG,34.571667,118.873611,0.0,8.0,U,Asia/Shanghai,airport,OurAirports
EU,2193,NGB,3387,CSX,3371,,0,319,NGB,ZSNB,29.82670021057129,121.46199798583984,13.0,8.0,U,Asia/Shanghai,airport,OurAirports
EU,2193,NKG,3388,CSX,3371,,0,319,NKG,ZSNJ,31.742000579833984,118.86199951171876,49.0,8.0,U,Asia/Shanghai,airport,OurAirports
EU,2193,NKG,3388,CTU,3395,,0,319,NKG,ZSNJ,31.742000579833984,118.86199951171876,49.0,8.0,U,Asia/Shanghai,airport,OurAirports
EU,2193,PVG,3406,CTU,3395,,0,319,PVG,ZSPD,31.143400192260746,121.80500030517578,13.0,8.0,U,Asia/Shanghai,airport,OurAirports
EU,2193,SZX,3374,CTU,3395,,0,319,SZX,ZGSZ,22.639299392700195,113.81099700927734,13.0,8.0,U,Asia/Shanghai,airport,OurAirports
EU,2193,SZX,3374,LZH,6356,,0,319,SZX,ZGSZ,22.639299392700195,113.81099700927734,13.0,8.0,U,Asia/Shanghai,airport,OurAirports
EU,2193,TAO,3390,XIY,3379,,0,319,TAO,ZSQD,36.2661018372,120.374000549,33.0,8.0,U,Asia/Shanghai,airport,OurAirports
EU,2193,TNA,4108,CGQ,4380,,0,319,TNA,ZSJN,36.857200622558594,117.21600341796876,76.0,8.0,U,Asia/Shanghai,airport,OurAirports
EU,2193,TNA,4108,CTU,3395,,0,319,TNA,ZSJN,36.857200622558594,117.21600341796876,76.0,8.0,U,Asia/Shanghai,airport,OurAirports
EU,2193,TSN,3368,CTU,3395,,0,319,TSN,ZBTJ,39.1244010925,117.346000671,10.0,8.0,U,Asia/Shanghai,airport,OurAirports
EU,2193,WNZ,6392,CTU,3395,,0,319,WNZ,ZSWZ,27.912201,120.851997,0.0,8.0,U,Asia/Shanghai,airport,OurAirports
EU,2193,XMN,3383,JGS,6428,,0,319,XMN,ZSAM,24.54400062561035,118.12799835205078,59.0,8.0,U,Asia/Shanghai,airport,OurAirports
EU,2193,XMN,3383,LZH,6356,,0,319,XMN,ZSAM,24.54400062561035,118.12799835205078,59.0,8.0,U,Asia/Shanghai,airport,OurAirports
EW,2260,HAM,342,AMS,580,,0,CRJ,HAM,EDDH,53.630401611328,9.9882297515869,53.0,1.0,E,Europe/Berlin,airport,OurAirports
EY,2222,AMS,580,AUH,2179,,0,332,AMS,EHAM,52.308601,4.76389,-11.0,1.0,E,Europe/Amsterdam,airport,OurAirports
EY,2222,AMS,580,BEG,1739,,0,319,AMS,EHAM,52.308601,4.76389,-11.0,1.0,E,Europe/Amsterdam,airport,OurAirports
EY,2222,AMS,580,LIS,1638,Y,0,32S,AMS,EHAM,52.308601,4.76389,-11.0,1.0,E,Europe/Amsterdam,airport,OurAirports
EY,2222,AMS,580,OPO,1636,Y,0,100 ERJ,AMS,EHAM,52.308601,4.76389,-11.0,1.0,E,Europe/Amsterdam,airport,OurAirports
EY,2222,AUH,2179,ALA,2908,,0,320,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,AMD,2994,,0,320,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,AMM,2170,,0,320,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,AMS,580,,0,332,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,ATH,3941,,0,321 320,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,BAH,2057,,0,320 333 346,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,BEG,1739,,0,319 320,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,BEY,2177,,0,320,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,BGW,4130,,0,320,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,BKK,3885,,0,77W,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,BLR,3131,,0,737 320,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,BOM,2997,,0,320 346,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,BRU,302,,0,332,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,BSR,2234,,0,320,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,CAI,1128,,0,320,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,CCJ,3137,,0,320,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,CDG,1382,,0,346,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,CGK,3275,,0,332 77W,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,CMB,3024,,0,320,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,CMN,1074,,0,333,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,COK,3136,,0,320,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,CTU,3395,,0,332,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,DAC,3076,,0,77W,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,DEL,3093,,0,320 332,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,DME,4029,,0,332,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,DMM,2064,,0,320 319,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,DOH,11051,,0,320 319,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,DUB,599,,0,77W 332,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,DUS,345,,0,332 333,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,EBL,3989,,0,320,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,FCO,1555,Y,0,330,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,FRA,340,,0,332 333,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,GRU,2564,,0,345,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,GVA,1665,,0,333,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,HKG,3077,Y,0,332,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,HKT,3179,Y,0,332,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,HYD,\N,,0,737 320,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,IAD,3714,,0,346,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,ICN,3930,,0,345 346,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,IKA,4330,,0,320,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,ISB,2223,,0,320 332 77W,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,IST,1701,,0,333 737 332 320,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,JAI,3098,,0,320,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,JED,2072,,0,77W,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,JFK,3797,,0,77W,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
EY,2222,AUH,2179,JNB,813,,0,332,AUH,OMAA,24.433000564575195,54.651100158691406,88.0,4.0,U,Asia/Dubai,airport,OurAirports
